Location_id,Field 2,Phone number,Toll-free phone number,TTY phone number,Use the same address as the organization,Location,Is this location open at least weekly,Hours of operation,Recurring dates,Holiday schedule (location closed),Income eligibility and fees,Income standard for eligibility,Max percentage of income standard,Sliding scale fees description,Flat fee description,Location takes legal volunteers?,A licensed attorney is available to support legal volunteers.,Malpractice insurance is provided for legal volunteers.,Attachments,Research and/or clerking services are provided to volunteers.,Same phone number as organization?,"The office, equipment,  and supplies are available to volunteers to conduct pro bono work.",Location serves all of Illinois,Service area limited to specific,Cities,Counties,Zip codes,Organization ID,Services
26566,Circuit Court of Cook County Foreclosure Mediation Program,877.895.2444,,312.836.5222,Yes,,,,,,,,,,,No,,,,,,,,,,,,24691,
26571,Citizen Advocacy Center,630-833-4080,,,Yes,,Yes,Sunday: Closed Monday: 9:00-5:00  Tuesday: 9:00-5:00  Wednesday: 9:00-5:00  Thursday: 9:00-5:00  Friday: 9:00-5:00  Saturday: Closed,,"New Year's Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,Yes,,,,,Yes,,No,Counties,,"Cook

    DuPage

    Kane

    Lake

    Will",,24696,
26576,Civic Legal Corps,312-777-1913,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24701,
26581,Marshall Public Library,(217) 826-2535,,,Yes,,Yes,Sunday: Closed Monday: 10:00-18:00  Tuesday: 10:00-18:00  Wednesday: 10:00-18:00  Thursday: 10:00-20:00  Friday: 10:00-17:00  Saturday: 10:00-17:00,,"New Year's Day

    Memorial Day

    Independence Day

    Labor Day

    Veterans Day

    Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Clark,,24706,36006
26586,Flora Public Library,(618) 662-6553,,(618) 662-6553,Yes,,Yes,Sunday: Closed Monday: 13:30-20:30  Tuesday: 13:30-20:30  Wednesday: 13:30-20:30  Thursday: 13:30-20:30  Friday: 10:00-18:00  Saturday: 10:00-15:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Clay,,24711,36096
26596,Charleston Carnegie Public Library,(217) 345-4913,,,Yes,,Yes,Sunday: 13:00-17:00  Monday: 10:00-20:00  Tuesday: 10:00-20:00  Wednesday: 10:00-20:00  Thursday: 10:00-20:00  Friday: 10:00-18:00  Saturday: 10:00-17:00,,"New Year's Day

    Martin Luther King, Jr. Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Coles,,24721,36186
26601,Community Activism Law Alliance,(312) 999-0056,,,Yes,,Yes,Sunday: Closed Monday: Closed Tuesday: Closed Wednesday: 9:00-17:00  Thursday: Closed Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Veterans Day

    Thanksgiving

    Christmas Day",Free to everyone,,,,,Yes,,,,,Yes,,No,Counties,,"Cook

    Lake

    McHenry",,24726,111176
26606,Community Crisis Center,847.697.2380,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24731,
26611,Constitutional Rights Foundation Chicago,312-663-9057,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24736,
26616,Cook County Bar Association,(312) 630-1157,,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Cook,,24741,68426
26621,Corporation for Supportive Housing,312-332-6690,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24746,
26626,CAIR-Chicago,(312) 212-1520,,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,Yes,,,,,Yes,,Yes,,,,,24751,
26631,CASA of Cook County,(312) 433-4928,,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Cook,,24756,
26636,Oblong Public Library,(618) 592-3001,,,No,,Yes,Sunday: Closed Monday: Closed Tuesday: 11:00-17:00  Wednesday: 23:00-17:00  Thursday: 11:00-17:00  Friday: 11:00-17:00  Saturday: 10:00-13:00,,"New Year's Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Crawford,,24761,36421
26641,Greenup Township Public Library,(217) 923-3616,,,No,,Yes,Sunday: Closed Monday: 12:00-20:00  Tuesday: 12:00-17:00  Wednesday: 9:00-13:00  Thursday: 12:00-18:00  Friday: 9:00-17:00  Saturday: 9:00-13:00,,"Veterans Day

    Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Cumberland,,24766,36711
26646,Daley Center Pro Se Help Desk,(312) 603-5626,,,Yes,,Yes,Sunday: Closed Monday: 8:30-16:30  Tuesday: 8:30-16:30  Wednesday: 8:30-16:30  Thursday: 8:30-4:30  Friday: 8:30-16:30  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Cook,,24771,
26651,Daley Center Pro Se Help Desk - Small Claims Matters,(312) 603-5626,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24776,
26656,Debtors Legal Clinic,312.765.7587,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24781,
26661,DeKalb County Courthouse,(815) 895-7138,,,Yes,,Yes,Sunday: Closed Monday: 8:30-16:30  Tuesday: 8:30-16:30  Wednesday: 8:30-16:30  Thursday: 8:30-16:30  Friday: 8:30-16:30  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,DeKalb,,24786,36731
26666,Neighborhood Legal Assistance Project (NLAP),no phone,,,No,,Yes,Sunday: Closed Monday: Closed Tuesday: Closed Wednesday: Closed Thursday: Closed Friday: Closed Saturday: 8:30-11:00,,,Free to everyone,,,,,Yes,,,,,No,,No,Counties,,Cook,,24791,
26671,Vespasian Warner Public Library,(217) 935-5174,,,Yes,,Yes,Sunday: Closed Monday: 9:00-21:00  Tuesday: 9:00-21:00  Wednesday: 9:00-21:00  Thursday: 9:00-21:00  Friday: 9:00-17:00  Saturday: 9:00-16:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Dewitt,,24796,36341
26676,Disability Rights Legal Center,1-866-843-2572,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,24801,
26681,Dispute Resolution Institute,,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24806,
26686,Domestic Violence Legal Clinic,(312) 325-9155,,,Yes,,Yes,Sunday: Closed Monday: 8:30-17:00  Tuesday: 8:30-17:00  Wednesday: 8:30-17:00  Thursday: 8:30-17:00  Friday: 8:30-17:00  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,200%,,,Yes,,,,,Yes,,No,Cities,Chicago,,,24811,"32201,32191,32186"
26691,Domestic Violence Pro Se Assistance Area - District 1 Independent Civil Order of Protection Courtroom,312-827-2450,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24816,
26696,Tuscola Public Library,(217) 253-3812,,,Yes,,Yes,Sunday: Closed Monday: 10:00-19:00  Tuesday: 10:00-19:00  Wednesday: 10:00-19:00  Thursday: 10:00-19:00  Friday: 10:00-18:00  Saturday: 10:00-22:00,,"New Year's Day

    New Year's Eve

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Douglas,,24821,37261
26701,"Dove, Inc.",217.423.2238,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24826,
26706,Main Office,630-653-6212,,,Yes,,Yes,Sunday: Closed Monday: 8:30-17:00  Tuesday: 8:30-17:00  Wednesday: 8:30-17:00  Thursday: 8:30-17:00  Friday: 8:30-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,200%,,,Yes,,,,,Yes,,No,Counties,,DuPage,,24831,"37651,37636"
26711,DuPage County Bar Association,(630) 653-9109,,,Yes,,Yes,Sunday: Closed Monday: 9:00-16:30  Tuesday: 9:00-16:30  Wednesday: 9:00-16:30  Thursday: 9:00-16:30  Friday: 9:00-16:30  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,"Note: Your referral to a lawyer is free as well as a 30-minute consultation. However, if the meeting goes longer than 30 minutes, the lawyer's normal rates may apply.",Yes,,,,,Yes,,No,Counties,,DuPage,,24836,68101
26716,DuPage County Pro Se Assistance Center,630-407-8858,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,24841,
26721,Paris Carnegie Public Library,(217) 463.3950,,,Yes,,Yes,Sunday: Closed Monday: 10:00-18:00  Tuesday: 10:00-20:00  Wednesday: 10:00-18:00  Thursday: 10:00-20:00  Friday: 10:00-18:00  Saturday: 10:00-16:00,,"New Year's Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Edgar,,24846,37291
26726,Albion Public Library,(618) 445-3314,,,Yes,,Yes,Sunday: Closed Monday: Closed Tuesday: 13:00-19:00  Wednesday: 13:00-17:00  Thursday: 13:00-17:00  Friday: 13:00-17:00  Saturday: 10:00-13:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Edwards,,24851,37316
26731,Edwin F. Mandel Legal Aid Clinic,(773) 702-9611,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24856,
26736,Effingham Public Library,(217) 342.2464,,,Yes,,Yes,Sunday: Closed Monday: 9:00-20:00  Tuesday: 9:00-20:00  Wednesday: 9:00-20:00  Thursday: 9:00-20:00  Friday: 9:00-18:00  Saturday: 9:00-17:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Effingham,,24861,37321
26741,Entrepreneurship Law Center,(312) 503-3420,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24866,
26746,Environmental Law & Policy Center,312-673-6500,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24871,
26751,Main Office,(312) 341-0022,(800) 537-2632,(800) 610-2779,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,Yes,,,,,Yes,,Yes,,,,,24876,"101806,53301,53296"
26756,Erie Neighborhood House,(312) 666-3430,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,24881,86981
26761,The Family Defense Center,(312) 251-9800,,,Yes,,Yes,Sunday: Closed Monday: 9:00-5:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Washington's Birthday

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Day",Sliding scale based on income,,,"Our fees are determined based on your income and the size of your family. Families whose incomes are below 150% of the federal poverty guidelines are eligible for free or pro bono services. Over that income limit, you pay a percentage of full fees.",,Yes,,,,,Yes,,No,Counties,,"Cook

    DuPage

    Kane

    Lake

    McHenry

    Will",,24886,"49961,49956,49951,49946"
26766,Family Shelter Service,630.469.5650,,630.221.8058,Yes,,,,,,,,,,,No,,,,,,,,,,,,24891,
26771,"Family Violence Coordinating Council, 18th Judicial Circuit, DuPage County",630-407-8563,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24896,
26776,Farmworker and Landscaper Advocacy Project (FLAP),(847) 668-2114,,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,Yes,,,,,Yes,,No,Counties,,Cook,,24901,
26781,Evans Public Library,(618) 283-2824,,,Yes,,Yes,Sunday: Closed Monday: 9:00-19:00  Tuesday: 9:00-19:00  Wednesday: 9:00-19:00  Thursday: 9:00-19:00  Friday: 9:00-17:00  Saturday: 9:00-17:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Fayette,,24906,37331
26786,Federal Defender Program,,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24911,
26791,Main office,1-800-LAW-REP-4,1-800-LAW-REP-4 (1-800-529-7374),,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 21:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,Yes,,,,,Yes,,No,Cities,Chicago,,,24916,93946
26796,Paxton Carnegie Library,(217) 379-3431,,,Yes,,Yes,"Sunday: Closed Monday: 12:00-17:00 , 18:30-20:30  Tuesday: 12:00-17:00 , 18:30-20:30  Wednesday: 12:00-17:00 , 18:30-20:30  Thursday: 12:00-17:00 , 18:30-20:30  Friday: 12:00-17:00  Saturday: 10:00-17:00",,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Ford,,24921,37336
26301,A Safe Place,847.249.4450,800.600.7233,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24426,
26306,ABA Center for Pro Bono,312-988-5759,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24431,
26311,ABA Standing Committee on Legal Assistance for Military Personnel,312-988-5755,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24436,
26321,ACLU of Illinois/Roger Baldwin Foundation,(312) 201-9740,(800) 572-1092 IL only,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,Yes,,,,,24446,
26326,Active Transportation Alliance,312.427.3325,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,24451,
26331,Quincy Public Library,(217) 223-1309,,,Yes,,Yes,Sunday: 13:00-17:00  Monday: 10:00-19:00  Tuesday: 10:00-19:00  Wednesday: 10:00-19:00  Thursday: 10:00-19:00  Friday: 10:00-17:00  Saturday: 10:00-17:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Adams,,24456,29416
26336,Administer Justice Main Office,(847) 844-1100,877-778-6006,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,250%,,,Yes,,,,,Yes,,No,Counties,,"DuPage

    Kane",,24461,34901
26341,ADV & SAS,1-800-892-3375,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24466,
26346,Cairo Public Library,(618) 734-1840,,,Yes,,Yes,Sunday: Closed Monday: 9:30-16:30  Tuesday: 9:30-16:30  Wednesday: 9:30-16:30  Thursday: 9:30-16:30  Friday: 9:30-16:30  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Alexander,,24471,29421
26351,Alliance for the Great Lakes,312-939-0838,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24476,
26356,American Bar Association (ABA),312-988-5000,800-285-2221,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24481,
26361,American Jewish Congress Legal Clinic,847-679-8289,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24486,
26366,Anna Bixby Women's Center,618.252.8380,1.800.421.8456,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24491,
26371,Asian Americans Advancing Justice,773. 271. 0899,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24496,
26376,Association for Conflict Resolution - Chicago Chapter,312.458.0984,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24501,
26381,BENNU Legal Services,847-478-8200,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,24506,
26386,Better Government Association,312-427-8330,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24511,
26391,Bond County Courthouse,(618) 664-3208,,,Yes,,Yes,Sunday: Closed Monday: 8:00-16:30  Tuesday: 8:00-16:30  Wednesday: 8:00-16:30  Thursday: 8:00-16:30  Friday: 8:00-16:30  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Bond,,24516,34916
26396,Boone County Courthouse,(815) 544-3103,,,Yes,,Yes,Sunday: Closed Monday: 8:30-17:00  Tuesday: 8:30-17:00  Wednesday: 8:30-17:00  Thursday: 8:30-17:00  Friday: 8:30-17:00  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Washington's Birthday

    Memorial Day

    Independence Day

    Labor Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Boone,,24521,35071
26406,Princeton Public Library,(815) 875-1331,,,Yes,,Yes,Sunday: Closed Monday: 10:00-21:00  Tuesday: 10:00-21:00  Wednesday: 10:00-21:00  Thursday: 10:00-21:00  Friday: 10:00-21:00  Saturday: 10:00-15:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Bureau,,24531,35081
26411,Business and Professional People for the Public Interest,312-641-5570,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24536,
26416,Business Enterprise Law Clinic at The John Marshall Law School,312 386 2829,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,24541,
26421,Main Office,312-738-2452,,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,150%,,,Yes,,,,,Yes,,No,Counties,,Cook,,24546,"51911,36001"
26426,Cairo Women's Shelter,618.734.4357,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,24551,
26431,Calhoun County Courthouse,(618) 576-2451,,,Yes,,Yes,Sunday: Closed Monday: 8:30-16:30  Tuesday: 8:30-16:30  Wednesday: 8:30-16:30  Thursday: 8:30-16:30  Friday: 8:00-4:30  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Calhoun,,24556,36326
26436,CARPLS,(312) 738-9200,,,Yes,,Yes,Sunday: Closed Monday: 9:00-19:30  Tuesday: 9:00-16:30  Wednesday: 9:00-19:30  Thursday: 9:00-16:30  Friday: 9:00-16:30  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,350%,,,Yes,,,,,No,,No,Counties,,Cook,,24561,29201
26441,Mount Carroll Township Public Library,(815) 244-1751,,,Yes,,Yes,Sunday: Closed Monday: 13:30-17:30  Tuesday: 13:30-17:30  Wednesday: 9:00-17:30  Thursday: 13:30-19:00  Friday: 13:30-17:30  Saturday: 9:00-13:00,,"New Year's Day

    New Year's Eve

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Carroll,,24566,36331
26446,Virginia Memorial Public Library,(217) 452-3846,,,Yes,,Yes,Sunday: Closed Monday: Closed Tuesday: 12:00-17:00  Wednesday: 13:00-18:00  Thursday: Closed Friday: 9:00-16:00  Saturday: 9:00-12:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Cass,,24571,
26451,Main Office,(312) 948-6821,,,Yes,,Yes,Sunday: Closed Monday: 8:30-16:30  Tuesday: 8:30-16:30  Wednesday: 8:30-16:30  Thursday: 8:30-16:30  Friday: 8:30-16:30  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,400%,,,Yes,,,,,Yes,,Yes,,,,,24576,"84361,84321"
26456,"Catholic Charities Legal Services, Springfield Diocese",217-523-9201,800-745-5194,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,24581,
