Services-ID,Title,Is this service open?,Service type,Same phone number as organization?,Phone number,Level of service,Is this service a hotline?,Is this service an advice desk or walk-in clinic?,Average volume for this service,Same hours as location,Service availability,Is this location open at least weekly,Hours of operation,Dates and hours,Same holidays as location,Holiday schedule,Geolocation,Same income eligibility as location,Income eligibility and fees,Flat fee description,Sliding scale fees description,Max percentage of income standard,Amenities offered,Navigator availability,Is printing free for legal self-help center users?,Printing costs,Is scanning free for legal self-help center users?,Scanning costs,Is this service limited to specific populations?,An individual must be one of these to qualify,Featured content,Application process,Application form link,Process for applying by email,Process for applying by phone,Process for applying online,Process for walk-ins,Maximum callbacks per intake slot,Callback slots per applicant,Service is delivered,Website address,Organization ID,Location ID
30151,Ottawa Office - Legal help for seniors,Yes,Direct representation,Yes,(815) 434-5903,Advice,No,,50clients/cases served per month.,Yes,Fixed hours,Yes,"Sunday: Closed Monday: 8:30-12:00 , 13:00-17:00  Tuesday: 8:30-12:00 , 13:00-17:00  Wednesday: 8:30-12:00 , 13:00-17:00  Thursday: 8:30-12:00 , 13:00-17:00  Friday: 8:30-12:00 , 13:00-17:00  Saturday: Closed",,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.333611, -88.878056",No,Free to everyone,,,200%,,,,,,,Yes,a senior (60 years or older),,"Telephone

    Online through IllinoisLegalAid.org",,,,,,,,"In Person

    Phone",,25596,26231
30146,Galesburg Satellite Office - Legal help for people affected by HIV/AIDS,Yes,Direct representation,Yes,(309) 343-2141,"Extended representation

    Brief services

    Advice",No,,25clients/cases served per month.,Yes,Fixed hours,Yes,"Sunday: Closed Monday: 8:30-12:00 , 13:00-17:00  Tuesday: 8:30-12:00 , 13:00-17:00  Wednesday: 8:30-12:00 , 13:00-17:00  Thursday: 8:30-12:00 , 13:00-17:00  Friday: 8:30-12:00 , 13:00-17:00  Saturday: Closed",,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 40.949094, -90.36929",No,Free to eligible persons/entities,,,300%,,,,,,,Yes,living with HIV/AIDS,,"Telephone

    Online through IllinoisLegalAid.org",,,,,,,,"In Person

    Phone",,25596,26211
30141,Galesburg Satellite Office - Legal help for seniors,Yes,Direct representation,Yes,(309) 343-2141,Advice,No,,50clients/cases served per month.,Yes,Fixed hours,Yes,"Sunday: Closed Monday: 8:30-12:00 , 13:00-17:00  Tuesday: 8:30-12:00 , 13:00-17:00  Wednesday: 8:30-12:00 , 13:00-17:00  Thursday: 8:30-12:00 , 13:00-17:00  Friday: 8:30-12:00 , 13:00-17:00  Saturday: Closed",,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 40.949094, -90.36929",No,Free to everyone,,,200%,,,,,,,Yes,a senior (60 years or older),,"Telephone

    Online through IllinoisLegalAid.org",,,,,,,,"In Person

    Phone",,25596,26211
30136,Galesburg Satellite Office - Legal help for people with low or no income,Yes,Direct representation,Yes,(309) 343-2141,"Extended representation

    Brief services

    Advice",No,,50clients/cases served per month.,Yes,Fixed hours,Yes,"Sunday: Closed Monday: 8:30-12:00 , 13:00-17:00  Tuesday: 8:30-12:00 , 13:00-17:00  Wednesday: 8:30-12:00 , 13:00-17:00  Thursday: 8:30-12:00 , 13:00-17:00  Friday: 8:30-12:00 , 13:00-17:00  Saturday: Closed",,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 40.949094, -90.36929",Yes,Free to eligible persons/entities,,,200%,,,,,,,No,,,"Telephone

    Online through IllinoisLegalAid.org",,,,,,,,"In Person

    Phone",,25596,26211
30131,Peoria Office - Legal help for people affected by HIV/AIDS,Yes,Direct representation,Yes,(309) 674-9831,"Extended representation

    Brief services

    Advice",No,,25clients/cases served per month.,Yes,Fixed hours,Yes,"Sunday: Closed Monday: 8:30-12:00 , 13:00-17:00  Tuesday: 8:30-12:00 , 13:00-17:00  Wednesday: 8:30-12:00 , 13:00-17:00  Thursday: 8:30-12:00 , 13:00-17:00  Friday: 8:30-12:00 , 13:00-17:00  Saturday: Closed",,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 40.682781, -89.601876",No,Free to eligible persons/entities,,,300%,,,,,,,Yes,living with HIV/AIDS,,"Telephone

    Online through IllinoisLegalAid.org",,,,,,,,"In Person

    Phone",,25596,26236
30126,Peoria Office - Legal help for seniors,Yes,Direct representation,Yes,(309) 674-9831,Advice,No,,100clients/cases served per month.,Yes,Fixed hours,Yes,"Sunday: Closed Monday: 8:30-12:00 , 13:00-17:00  Tuesday: 8:30-12:00 , 13:00-17:00  Wednesday: 8:30-12:00 , 13:00-17:00  Thursday: 8:30-12:00 , 13:00-17:00  Friday: 8:30-12:00 , 13:00-17:00  Saturday: Closed",,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 40.682781, -89.601876",No,Free to everyone,,,200%,,,,,,,Yes,a senior (60 years or older),,"Telephone

    Online through IllinoisLegalAid.org",,,,,,,,"In Person

    Phone",,25596,26236
30121,Peoria Office - Legal help for people with low or no income,Yes,Direct representation,Yes,(309) 674-9831,"Extended representation

    Brief services

    Advice",No,,100clients/cases served per month.,Yes,Fixed hours,Yes,"Sunday: Closed Monday: 8:30-12:00 , 13:00-17:00  Tuesday: 8:30-12:00 , 13:00-17:00  Wednesday: 8:30-12:00 , 13:00-17:00  Thursday: 8:30-12:00 , 13:00-17:00  Friday: 8:30-12:00 , 13:00-17:00  Saturday: Closed",,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 40.682781, -89.601876",Yes,Free to eligible persons/entities,,,200%,,,,,,,No,,,"Telephone

    Online through IllinoisLegalAid.org",,,,,,,,"In Person

    Phone",,25596,26236
30116,Waukegan Office - Legal help for people affected by HIV/AIDS,Yes,Direct representation,Yes,(847) 662-6925,"Extended representation

    Brief services

    Advice",No,,25clients/cases served per month.,Yes,Fixed hours,Yes,"Sunday: Closed Monday: 8:30-12:00 , 13:00-17:00  Tuesday: 8:30-12:00 , 13:00-17:00  Wednesday: 8:30-12:00 , 13:00-17:00  Thursday: 8:30-12:00 , 13:00-17:00  Friday: 8:30-12:00 , 13:00-17:00  Saturday: Closed",,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 42.360907, -87.862378",No,Free to eligible persons/entities,,,300%,,,,,,,Yes,living with HIV/AIDS,,"Telephone

    Online through IllinoisLegalAid.org",,,,,,,,"In Person

    Phone",,25596,29391
30111,Waukegan Office - Legal help for seniors,Yes,Direct representation,Yes,(847) 662-6925,Advice,No,,100clients/cases served per month.,Yes,Fixed hours,Yes,"Sunday: Closed Monday: 8:30-12:00 , 13:00-17:00  Tuesday: 8:30-12:00 , 13:00-17:00  Wednesday: 8:30-12:00 , 13:00-17:00  Thursday: 8:30-12:00 , 13:00-17:00  Friday: 8:30-12:00 , 13:00-17:00  Saturday: Closed",,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 42.360907, -87.862378",No,Free to everyone,,,,,,,,,,Yes,a senior (60 years or older),,"Telephone

    Online through IllinoisLegalAid.org",,,,,,,,"In Person

    Phone",,25596,29391
30106,Legal help for homeowners project,Yes,Direct representation,No,(888) 966-7757,"Extended representation

    Brief services

    Advice

    Mediation and alternative dispute resolution

    Pro bono placement",Yes,No,130clients/cases served per month.,No,Fixed hours,Yes,"Sunday: Closed Monday: 9:00-12:00 , 13:00-16:00  Tuesday: 9:00-12:00 , 13:00-16:00  Wednesday: 9:00-12:00 , 13:00-16:00  Thursday: 9:00-12:00 , 13:00-16:00  Friday: 9:00-12:00 , 13:00-16:00  Saturday: Closed",,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 42.360907, -87.862378",No,Free to eligible persons/entities,,,80%,,,,,,,No,,,"Telephone

    Online through IllinoisLegalAid.org",,,The best way to contact us is through the project hotline at (888) 966-7757.,,,,,"In Person

    Phone",,25596,29391
30101,Bloomington Office - Legal help for people affected by HIV/AIDS,Yes,Direct representation,Yes,(309) 827-5021,"Extended representation

    Brief services

    Advice",No,,25clients/cases served per month.,Yes,Fixed hours,Yes,"Sunday: Closed Monday: 8:30-12:00 , 13:00-17:00  Tuesday: 8:30-12:00 , 13:00-17:00  Wednesday: 8:30-12:00 , 13:00-17:00  Thursday: 8:30-12:00 , 13:00-17:00  Friday: 8:30-12:00 , 13:00-17:00  Saturday: Closed",,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 40.47558, -89.00472",No,Free to eligible persons/entities,,,300%,,,,,,,Yes,living with HIV/AIDS,,"Telephone

    Online through IllinoisLegalAid.org",,,,,,,,"In Person

    Phone",,25596,26206
30096,Family Law Advice Line for Unmarried Parents,No,Direct representation,No,(800) 531-7057,Advice,,,75clients/cases served per month.,No,Fixed hours,Yes,Sunday: Closed Monday: 9:00-13:00  Tuesday: 9:00-13:00  Wednesday: 9:00-13:00  Thursday: 9:00-13:00  Friday: Closed Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.857559, -88.112465",Yes,Free to eligible persons/entities,,,200%,,,,,,,No,,,"Telephone

    Online through IllinoisLegalAid.org",,,Online access is the best way to reach us.,,,,,Phone,,25596,26261
30091,Low Income Tax Clinic,Yes,Direct representation,No,(855) 829-7757,"Extended representation

    Brief services

    Advice",No,No,25clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 8:30-17:00  Tuesday: 8:30-17:00  Wednesday: 8:30-17:00  Thursday: 8:30-17:00  Friday: 8:30-17:00  Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.857559, -88.112465",No,Free to eligible persons/entities,,,250%,,,,,,,No,,,"Telephone

    Online through IllinoisLegalAid.org",,,"Please call during business hours. If your call is not answered, please leave a message.",,,,,"In Person

    Phone",,25596,26261
30066,Immigration project,No,Direct representation,Yes,(312) 341-1070,"Extended representation

    Brief services

    Advice",No,,25clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 8:00-16:30  Tuesday: 8:00-16:30  Wednesday: 8:00-16:30  Thursday: 8:00-16:30  Friday: 8:00-16:30  Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.879623, -87.628479",Yes,Free to eligible persons/entities,,,150%,,,,,,,Yes,"a survivor of abuse or crime (domestic violence, trafficking, sexual assault, gun violence)

    an immigrant to the U.S. or undocumented",,Telephone,,,Please call to apply. It is best to call and schedule a call back instead of waiting on the line. Intake can be conducted by phone or in-person.,,,,,"In Person

    Phone",,25231,27106
30061,Migrant legal assistance project,Yes,Direct representation,No,(800) 445-9025,"Extended representation

    Brief services

    Advice",No,,25clients/cases served per month.,No,Fixed hours,Yes,Sunday: Closed Monday: 8:45-17:00  Tuesday: 8:45-17:00  Wednesday: 8:45-17:00  Thursday: 8:45-17:00  Friday: 8:45-17:00  Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.879623, -87.628479",Yes,Free to eligible persons/entities,,,150%,,,,,,,Yes,an immigrant to the U.S. or undocumented,,Telephone,,,Please call to apply. Leave a message if your call is not answered. All calls will be returned during normal business hours. Intake can be conducted by phone or in-person.,,,,,"In Person

    Phone",,25231,27106
30056,Trafficking survivors assistance project,Yes,Direct representation,No,(800) 445-9025,"Extended representation

    Brief services

    Advice",No,,25clients/cases served per month.,No,Fixed hours,Yes,Sunday: Closed Monday: 8:45-17:00  Tuesday: 8:45-17:00  Wednesday: 8:45-17:00  Thursday: 8:45-17:00  Friday: 8:45-17:00  Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.879623, -87.628479",No,Free to everyone,,,,,,,,,,Yes,"a survivor of abuse or crime (domestic violence, trafficking, sexual assault, gun violence)",,Telephone,,,Please call to apply. Leave a message if your call is not answered. All calls will be returned during normal business hours. Intake can be conducted by phone or in-person.,,,,,"In Person

    Phone",,25231,27106
30046,William J. Hibbler pro se assistance program,Yes,Direct representation,Yes,(312) 435-5691,"Brief services

    Advice",No,,80clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: Closed Thursday: Closed Friday: 9:00-17:00  Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Washington's Birthday

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Day","Geolocation is 41.875734, -87.625562",Yes,Free to everyone,,,,,,,,,,No,,,Telephone,,"By appointment only. Please call to make an appointment (appointments are available on Monday, Tuesday, and Friday).  Leave a message if your call is not answered; all calls will be returned during normal business hours.","Please call to make an appointment (appointments occur on Mondays, Tuesdays, and Fridays only). Leave a message if your call is not answered. Calls will be returned during business hours (9 AM - 5 PM, Monday - Friday).",,,,,In Person,,25231,30041
30036,Veterans rights project,No,Direct representation,No,(312) 347-8340,"Extended representation

    Brief services

    Advice",No,,15clients/cases served per month.,No,Fixed hours,Yes,Sunday: Closed Monday: 8:45-17:00  Tuesday: 8:45-17:00  Wednesday: 8:45-17:00  Thursday: 8:45-17:00  Friday: 8:45-17:00  Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.879623, -87.628479",No,Free to everyone,,,,,,,,,,Yes,"a veteran, active duty military or have had military service",,Telephone,,,"Call during normal business hours (9AM to 5PM) to leave a message. All calls will be returned during business hours, usually within 3 days.",,,,,"In Person

    Phone",,25231,27106
30031,Veterans legal clinic,Yes,Direct representation,Yes,(312) 347-8340,"Extended representation

    Brief services

    Advice",No,Yes,15clients/cases served per month.,Yes,Fixed hours,No,,"Repeats every month on the third Thursday 100 times. Thursday, June 16, 2016 - 12:00pm to 4:00pm",Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.881072, -87.68713",Yes,Free to everyone,,,,,,,,,,Yes,"a veteran, active duty military or have had military service",,"Telephone

    Walk-in",,"Please call during normal business hours (9 AM to 5 PM, Monday through Friday) for an appointment. If we do not answer, please leave a message. Calls are returned during business hours, usually within 3 days.","Please leave a message and we will return your call during business hours, usually within 3 days.",,"Clients with scheduled appointments get priority. Walk-in clients are seen on a first-come, first-served basis. It is best to set up an appointment by phone.",,,"In Person

    Phone",,25231,30026
30021,Suburban seniors,Yes,Direct representation,Yes,(312) 341-1070,"Extended representation

    Brief services

    Advice",No,,60clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 8:00-16:30  Tuesday: 8:00-16:30  Wednesday: 8:00-16:30  Thursday: 8:00-16:30  Friday: 8:00-16:30  Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.879623, -87.628479",No,Free to everyone,,,,,,,,,,Yes,a senior (60 years or older),,"Telephone

    Online through IllinoisLegalAid.org",,,Call early (8 a.m.) or apply online for best chance to get through; book a call back appointment to avoid waiting. Only a limited number of calls taken daily.,,,,,"In Person

    Phone",,25231,27106
30016,Public benefits outreach and enrollment project - south Chicago,Yes,Direct representation,Yes,(312) 745-1132,Brief services,No,Yes,20clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: Closed Thursday: 9:00-17:00  Friday: Closed Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.716207, -87.554349",Yes,Free to eligible persons/entities,,,125%,,,,,,,No,,,Walk-in,,,,,"First come, first served. It is best to come at 9 a.m. to receive assistance.",,,In Person,,25231,30011
30006,Public benefits outreach and enrollment project - King,Yes,Direct representation,Yes,(312) 747-2272,Brief services,No,Yes,20clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: Closed Tuesday: 9:00-17:00  Wednesday: Closed Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.820185, -87.612036",Yes,Free to eligible persons/entities,,,125%,,,,,,,No,,,Walk-in,,,,,"First come, first served. It is best to come at 9 a.m. to receive assistance.",,,In Person,,25231,30001
29991,Public benefits outreach and enrollment project - Garfield,Yes,Direct representation,Yes,(312) 743-0312,Brief services,No,Yes,20clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: Closed Thursday: Closed Friday: 9:00-17:00  Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.881072, -87.68713",Yes,Free to eligible persons/entities,,,125%,,,,,,,No,,,Walk-in,,,,,"First come, first served. It is best to come at 9 a.m. to receive assistance.",,,In Person,,25231,29986
29976,Public benefits outreach and enrollment project - Trina Davila,Yes,Direct representation,Yes,(312) 742-8727,Brief services,No,Yes,20clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: Closed Thursday: Closed Friday: Closed Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.918417, -87.755959",Yes,Free to eligible persons/entities,,,125%,,,,,,,No,,,Walk-in,,,,,"First come, first served. It is best to come at 9 a.m. to receive assistance.",,,In Person,,25231,29971
29966,Public benefits outreach and enrollment project - North area,Yes,Direct representation,Yes,(312) 744-9294,Brief services,No,Yes,20clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: Closed Wednesday: Closed Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.9726, -87.666715",Yes,Free to eligible persons/entities,,,125%,,,,,,,No,,,Walk-in,,,,,"First come, first served. It is best to come at 9 a.m. to receive assistance.",,,In Person,,25231,29956
29941,Provident legal clinic,No,Direct representation,Yes,(312) 572-5994,"Extended representation

    Brief services

    Advice",No,Yes,5clients/cases served per month.,Yes,Fixed hours,No,,"Repeats every month on the third Friday 24 times. Friday, June 17, 2016 - 1:00pm to 3:00pm

    Friday, July 15, 2016 - 1:00pm to 3:00pm

    Friday, August 19, 2016 - 1:00pm to 3:00pm

    Friday, September 16, 2016 - 1:00pm to 3:00pm

    Friday, October 21, 2016 - 1:00pm to 3:00pm

    Friday, November 18, 2016 - 2:00pm to 4:00pm

    Friday, December 16, 2016 - 2:00pm to 4:00pm

    Friday, January 20, 2017 - 2:00pm to 4:00pm

    Friday, February 17, 2017 - 2:00pm to 4:00pm

    Friday, March 17, 2017 - 1:00pm to 3:00pm

    Friday, April 21, 2017 - 1:00pm to 3:00pm

    Friday, May 19, 2017 - 1:00pm to 3:00pm

    Friday, June 16, 2017 - 1:00pm to 3:00pm

    Friday, July 21, 2017 - 1:00pm to 3:00pm

    Friday, August 18, 2017 - 1:00pm to 3:00pm

    Friday, September 15, 2017 - 1:00pm to 3:00pm

    Friday, October 20, 2017 - 1:00pm to 3:00pm

    Friday, November 17, 2017 - 2:00pm to 4:00pm

    Friday, December 15, 2017 - 2:00pm to 4:00pm

    Friday, January 19, 2018 - 2:00pm to 4:00pm

    Friday, February 16, 2018 - 2:00pm to 4:00pm

    Friday, March 16, 2018 - 1:00pm to 3:00pm

    Friday, April 20, 2018 - 1:00pm to 3:00pm

    Friday, May 18, 2018 - 1:00pm to 3:00pm",Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.800635, -87.604568",Yes,Free to eligible persons/entities,,,400%,,,,,,,Yes,living with HIV/AIDS,,"Telephone

    Walk-in",,,Call for an appointment.  Walk-ins are OK.,,"Due to funder rules, applicants must give information about HIV status to get service.",,,In Person,,25231,29936
29926,Plenary order of protection appeal project,Yes,Direct representation,No,(312) 431-2101,Extended representation,No,No,2clients/cases served per month.,No,Fixed hours,Yes,Sunday: Closed Monday: 8:45-17:00  Tuesday: 8:45-17:00  Wednesday: 8:45-17:00  Thursday: 8:45-17:00  Friday: 8:45-17:00  Saturday: Closed,"Repeats every month on the third Friday 24 times. Thursday, June 16, 2016 - 10:00pm to Friday, June 17, 2016 - 12:00am",Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.879623, -87.628479",No,Free to everyone,,,150%,,,,,,,No,,,Telephone,,,Call and leave a message. We will return all messages. Please note that this project only serves petitioners in Order of Protection cases after a hearing.,,,,,,,25231,27106
29906,Katten legal clinic - Jose De Diego Community Academy,Yes,Direct representation,Yes,(312) 341-1070,"Brief services

    Advice",No,Yes,12clients/cases served per month.,Yes,Fixed hours,No,,"Repeats every month on January, February, March, April, May, September, October, November, December on the third Wednesday 100 times. Wednesday, June 15, 2016 - 4:30pm to 7:00pm",Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.897111, -87.67088",Yes,Free to eligible persons/entities,,,150%,,,,,,,No,,,"Telephone

    Walk-in",,Please call for an appointment.,"All clinics are walk-in only, we do not make appointments.

Call 312-341-1070, select your preferred language, and choose option 4 for more information about LAF's legal clinics.",,"Walk-in clients are seen on a first-come, first-served basis. Doors open at 4PM. If you arrive before the clinic closes, you will be seen.",,,In Person,,25231,29891
29881,Juvenile expungement help desk,Yes,Direct representation,Yes,(312) 433-5655,"Brief services

    Advice",No,Yes,60clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-16:00  Tuesday: 9:00-16:00  Wednesday: 9:00-15:00  Thursday: 9:00-12:00  Friday: 9:00-16:00  Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Day","Geolocation is 41.881072, -87.68713",Yes,Free to everyone,,,,,,,,,,No,,,Walk-in,,,,,"Serves people 18+ with juvenile arrest records in Cook County. Cannot be on probation or have open criminal case. Get Chicago rap sheet (free) at 3510 S. Michigan (M-F 8-12) and bring to help desk. If arrested outside of Chicago, call first.",,,In Person,,25231,26101
29866,HIV-AIDS project,Yes,Direct representation,No,(312) 347-8309,"Extended representation

    Brief services

    Advice",No,No,50clients/cases served per month.,Yes,Fixed hours,Yes,Sunday: Closed Monday: 8:00-16:30  Tuesday: 8:00-16:30  Wednesday: 8:00-16:30  Thursday: 8:00-16:30  Friday: 8:00-16:30  Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.879623, -87.628479",No,Free to eligible persons/entities,,,400%,,,,,,,Yes,living with HIV/AIDS,,"Telephone

    Online through IllinoisLegalAid.org",,,"Due to funder requirements, applicants must provide information about HIV status during the intake process. This service is for people living with HIV or AIDS and their household members.",,,,,"In Person

    Phone",,25231,27106
