service_uuid,organization_name,organization_uuid,service_name,service_alternate_name,service_description,service_email,service_url,service_additional_information,service_min_age,service_max_age,service_program,service_income_limit,service_problem_codes,service_require_veteran,service_military_status,service_immigration_status,service_incarceration_status,service_areas,,
5b561c5f-f328-479f-8d0c-3484d0502003,"Gulfcoast Legal Services, Inc.",23993f07-47c5-49d6-9526-80f5423afd40,Housing Pinellas County,,Predatory Lending  Housing Discrimination/Fair Housing  Eviction  Foreclosure  Landlord/Tenant Disputes  Subsidized Housing Matters  Public Housing or Subsidized Housing Preservation  Section 8 Housing  Mobile Home Park Eviction Defense  Mobile Home Park Closing,arleenb@gulfcoastlegal.org,http://gulfcoastlegal.org/housing-stability-assistance,,,,,,Discrimination; Federally Subsidized Housing; Foreclosure; Homeownership; Mobile Home Issues; Mortgages; Other Housing; Other Landlord/Tenant; Other Public Housing,false,,,Not in custody and no conditions,Pinellas County,,
5b5728f1-735c-40fd-8b2b-1d66d0502003,"Gulfcoast Legal Services, Inc.",23993f07-47c5-49d6-9526-80f5423afd40,Human Trafficking,,"Direct Services  – GLS provides free, comprehensive legal services to survivors of human trafficking, including assistance with family law, public benefits, housing, financial stability, immigration, removal of criminal records, and other legal matters.       Referrals – Clients are referred to case management providers who help survivors access benefits such as food assistance, healthcare, and a variety of other services.       Training – The GLS human trafficking project team lead awareness trainings (at no cost) for government agencies, other legal providers, law enforcement, and local organizations.  Sessions are tailored to increase participants’ understanding of the dimensions of human trafficking, relevant laws, and benefits available to survivors.       Technical Assistance – We also provides free technical assistance regarding general information and consultation on specific cases.",luise@gulfcoastlegal.org,http://gulfcoastlegal.org/human-trafficking,,,,,,Human Trafficking; Immigration,false,,,,Hillsborough County; Manatee County; Pinellas County; Sarasota County,,
5b4e31ea-3af8-4651-b26f-539cd0502003,"Gulfcoast Legal Services, Inc.",23993f07-47c5-49d6-9526-80f5423afd40,Immigration & Human Rights,,"Domestic-violence related cases: An abused spouse or child of a legal permanent resident or a United States citizen may be able to self-petition for legal status in the United States under the Violence Against Women Act (VAWA) without his or her abuser’s assistance.       Removal of Conditional Residence: A conditional lawful permanent resident whose spouse is abusive and will not cooperate in removing the conditional status may be able to ask for a waiver of their cooperation.       U Visas: An immigrant who has suffered substantial abuse as the result of having been a victim of certain criminal activity and has been helpful in the investigation or prosecution of that crime may be eligible for a U visa. U visa status allows victims of domestic violence who cannot self-petition under VAWA because they are not married to their abuser, or their abuser is not a legal permanent resident or United States citizen, to obtain legal status.       T Visas: Victims of trafficking in persons may be able to petition for a form of legal status in the United States called a T visa.       Special Immigrant Juvenile Status: Children who have been abused, abandoned or neglected by their parents and no longer live with them may be eligible for special immigrant juvenile status (SIJS). They may obtain legal permanent residency on that basis if it is not in their best interest to return to their native country.",norah@gulfcoastlegal.org,http://gulfcoastlegal.org/immigration,Does not currently handle asylum cases,,,Immigration (Staff),,,false,,,,Hillsborough County; Manatee County; Pinellas County; Sarasota County,,
5b56242e-3638-4ace-90d4-585ad0502003,"Gulfcoast Legal Services, Inc.",23993f07-47c5-49d6-9526-80f5423afd40,LITC ( Low income tax payer clinic),LITC,Respond to Letters from the IRS  Substantiate Income Tax Credits and Deductions  Assist with Audits/Examinations  Innocent Spouse Relief  Injured Spouse Claims  IRS Levies and Liens  Offer In Compromise  Currently Not Collectible Status  Installment Agreements  Individual Taxpayer Identification Number (ITIN)  Tax Court Representation,alexk@gulfcoastlegal.org,http://gulfcoastlegal.org/financial-stability-assistance,Note that GLS does not provide tax preparation services unless it is ancillary to a case in which we are already representing the client.,,,Staff,,Earned Income Tax Credit; Income Taxes,false,,,,Charlotte County; DeSoto County; Lee County; Manatee County; Pinellas County; Sarasota County,,
5b561646-9b10-45a8-a190-12c9d0502003,"Gulfcoast Legal Services, Inc.",23993f07-47c5-49d6-9526-80f5423afd40,Public Benefits,,Social Security Appeals  SSI (Supplemental Security Income)  SSD (Disability)  Unemployment Compensation  SNAP/Food Stamps  Veterans Benefits,mishellb@gulfcoastlegal.org,http://gulfcoastlegal.org/financial-stability-assistance,,,,Staff,,Food Stamps; Other Income Maintenance; Social Security; Social Security Disability Benefits; State and Local Welfare; Supplemental Security Income (SSI); TANF; Unemployment Compensation; Veterans benefits,false,,,Not in custody and no conditions,Manatee County; Pinellas County; Sarasota County,,
5b574dda-d9c8-47e8-94f5-039dd0502003,"Gulfcoast Legal Services, Inc.",23993f07-47c5-49d6-9526-80f5423afd40,Relative Caregivers,Title IIIE,"Gulfcoast Legal Services (GLS)  offers free legal assistance to clients who  over 55 who are caring for a minor relative child (such as a grandchild, niece, nephew, etc.) or a disabled relative or spouse.",brendar@gulfcoastlegal.org,http://gulfcoastlegal.org/family-law-domestic-violence,,,,Staff,,,false,,,Not in custody and no conditions,Manatee County; Pinellas County; Sarasota County,,
5bb3c24c-a0dc-43e9-8c34-4350d0502006,"Heart of Florida Legal Aid Society, Inc.",9c4a632b-0241-4dc2-9228-bd76774bb337,Family Law Matters/Limited Immigration for Victims of Domestic Violence or Violent Crimes,,"Assistance with family law issues including injunctions for protection, dissolution of marriage,  time-sharing, paternity and Immigration for victims of Domestic Violence/Violent Crimes.",grobinson@hofla.org,,,,,,125,Custody; Divorce/Separation/Annulment; Domestic Violence; Immigration; Paternity,false,,"Domestic Violence (with Related Case); Parent of a victim of criminal activity (eligible for U Visa)- (victim must be under 21); Parent of minor victim/survivor of battery, extreme cruelty, or sexual assault (including domestic/intimate partner violence)",,Hardee County; Highlands County; Polk County,,
5b5b55ba-b7b4-4743-a49c-7cd3d0502004,Jacksonville Area Legal Aid,38495f6a-cea9-4572-91d6-1277fc0b23c4,Assistance for victims of Domestic Violence,,"Assistance provided if the applicant is a victim of domestic/family violence, sexual assault, or stalking and the DV is related or connected to the legal issue for which the applicant is seeking help.",,,,,,,,Child Support; Collection/Repossession; Contracts/Warranties; Custody; Disability Rights; Discrimination; Divorce/Separation/Annulment; Domestic Violence; Employment; Estate Planning; Expungement; Fair Debt Collection Practices Act; Federally Subsidized Housing; Foreclosure; Homeownership; Immigration; Loans/Installment Purchases/Rentals; Medicaid; Medicare; Mobile Home Issues; Mortgages; Name Change; Other Consumer; Other Employment; Other Family; Other Housing; Other Landlord/Tenant; Other Public Housing; Paternity; Powers of attorney/advance directives/living wills; Predatory Lending; Public Utilities / Energy; Social Security; Supplemental Security Income (SSI); Torts; Unemployment Compensation; Unfair and Deceptive Trade Practices; Wage Claims,false,,,,Duval County,,
5b5b5d93-b824-4447-9b3f-3387d0502004,Jacksonville Area Legal Aid,38495f6a-cea9-4572-91d6-1277fc0b23c4,Consumer Advocacy and Litigation Unit,,"Assistance with issues including foreclosure, homeowners in danger of behind on mortgage or at risk of foreclosure, auto deficiency, identification theft, credit reporting issues, and garnishment.",,,,,,,,Collection/Repossession; Contracts/Warranties; Fair Debt Collection Practices Act; Foreclosure; Homeownership; Loans/Installment Purchases/Rentals; Mortgages; Other Consumer; Predatory Lending; Public Utilities / Energy; Unfair and Deceptive Trade Practices,false,,,,Alachua County; Baker County; Bradford County; Clay County; Columbia County; Dixie County; Duval County; Gilchrist County; Hamilton County; Lafayette County; Levy County; Madison County; Nassau County; St. Johns County; Suwannee County; Taylor County; Union County,,
5b5b5f60-6010-44fb-9190-3e13d0502004,Jacksonville Area Legal Aid,38495f6a-cea9-4572-91d6-1277fc0b23c4,Family Law,,"Assistance with family law issues including injunctions for protection, dissolution of marriage, child support modification, timesharing, and paternity.",,,"Applicant must be a victim of domestic violence, sexual assault, or stalking to be eligible or family law assistance in most cases.",,,,,,false,,,,Duval County,,
5b5b5ed5-ff94-4391-8be9-3b07d0502004,Jacksonville Area Legal Aid,38495f6a-cea9-4572-91d6-1277fc0b23c4,Housing Advocacy Unit,,"Assistance with rental housing issues including evictions, conditions issues, lease problems, and fair housing issues.",,,Focus on subsidized housing and fair housing but assistance is also available for private landlord housing issues as well.,,,,200,Discrimination; Federally Subsidized Housing; Mobile Home Issues; Other Landlord/Tenant; Other Public Housing,false,,,,Alachua County; Baker County; Bradford County; Clay County; Columbia County; Dixie County; Duval County; Gilchrist County; Hamilton County; Lafayette County; Levy County; Madison County; Nassau County; St. Johns County; Suwannee County; Taylor County; Union County,,
5b5b603b-4cd0-4dba-9d44-4612d0502004,Jacksonville Area Legal Aid,38495f6a-cea9-4572-91d6-1277fc0b23c4,Probate/Wills Assistance,,Clinic staffed by Pro Bono attorneys.  Offers limited assistance with will and probate issues.  Clinic is by appointment only and applicant must complete an application with Intake before scheduling an appointment.,,,Clinic is offered once per month and enrollment is limited.,,,,200,,false,,,,Alachua County; Baker County; Bradford County; Clay County; Columbia County; Dixie County; Duval County; Gilchrist County; Hamilton County; Lafayette County; Levy County; Madison County; Nassau County; St. Johns County; Suwannee County; Taylor County; Union County,,
5b4e4552-f490-40ba-b553-49aed0502006,Legal Aid of Manasota,df482cd6-f5e4-4494-9ab7-d70c408af11a,Domestic Violence Victim Assistance,,LAMs provides legal assistance to victims of domestic violence.,referrals@legalaidofmanasota.org,lagalaidofmanasota.org,,,,Pro Bono,,Abuse & Neglect; Adjudication/Delinquent; Adoption; Agricultural Worker Protection Act (AWPA); Bankruptcy; Bilingual; Board and Care/Assisted living facilities; Children's Health Insurance Programs; Child Support; Civil Rights; Collection/Repossession; Contracts/Warranties; Custody; Disability Rights; Discipline; Discrimination; Divorce/Separation/Annulment; Domestic Violence; Earned Income Tax Credit; Emancipation; Employment; Employment Discrimination; Estate Planning; Expungement; Fair Debt Collection Practices Act; Federally Subsidized Housing; Food Stamps; Foreclosure; Guardianship & Conservatorship; Health Insurance; Home and Community Based Care; Homeownership; Human Trafficking; Immigration; Income Taxes; Jurisdiction; License (Auto & Others); Loans/Installment Purchases/Rentals; Medicaid; Medicare; Mental Health Rights; Minor; Mobile Home Issues; Mortgages; Municipal Ordinances; Name Change; Native Americans; Nonprofit Law; Other; Other Civil Rights; Other Consumer; Other Education; Other Employment; Other Family; Other Health; Other Housing; Other Income Maintenance; Other Juveniles; Other Landlord/Tenant; Other Public Housing; Paternity; Powers of attorney/advance directives/living wills; Predatory Lending; Public Utilities / Energy; Social Security; Social Security Disability Benefits; Special Education/Learning Disabilities; State and Local Welfare; State-funded Medical Assistance Programs; Student Financial Aid; Supplemental Security Income (SSI); TANF; Termination of Parental Rights; Torts; Unemployment Compensation; Unfair and Deceptive Trade Practices; Veterans benefits; Vocational Education; Wage Claims,false,Active Military Service; Discharged Dishonorably; Discharged Honorable; Retired Military Service,"Applying for VAWA self-petition; Asylee; Conditional Entrant INA(a)(7) (PRIOR TO 4/1/80 ONLY); Domestic Violence (with Related Case); Granted Suspension of  Deportation/Withholding of Removal; H2A Agricultural Worker; Has unmarried U.S. Citizen child under 21; Indigent foreign national seeking assistance under Hague Convention or related federal law (international child abduction); Lawful Permanent Resident (LPR); Married to US Citizen-with pending or approved adjustment of status (green card) application; Not Eligible; Parent of a victim of criminal activity (eligible for U Visa)- (victim must be under 21); Parent of minor victim/survivor of battery, extreme cruelty, or sexual assault (including domestic/intimate partner violence); Parent of US Citizen with a pending or approved adjustment of status (green card) application; Parents of a victim of trafficking (victim must be under 21); Refugee; Special Agricultural Worker Temporary Resident  - SAW (with related case); Spouse or children of a victim of criminal activity/U Visa eligible applicant; Spouse or children of a victim of trafficking; United States Citizen; Unmarried child under 21 of a US Citizen with a pending or approved adjustment of status (green card) application; Unmarried siblings under 18 of a victim of criminal activity (eligible for U Visa) (victim must be under 21); Unmarried siblings under 18 of a victim of trafficking (victim must be under 21); VAWA; Victim of Criminal Activity (eligible for U Visa); Victim of Trafficking  (18 and over); Victim of Trafficking (under 18); Victim/Survivor of battery,extreme cruelty,or sexual assault (including domestic / family / intimate partner violence); With U.S. Citizen Parent",Not in custody and no conditions; Post-Disposition Release - Out on Parole; Post-Disposition Release - Out on Probation; Pretrial release = Out on Bond; Pretrial release = Out on own recognizance,Manatee County; Sarasota County,,
5b4e50e6-dbfc-45fc-8338-1fd3d0502006,Legal Aid of Manasota,df482cd6-f5e4-4494-9ab7-d70c408af11a,Manatee County Assistance,,Service to the indigent population of Manatee County,referrals@legalaidofmanasota.org,lagalaidofmanasota.org,,,,,150,Abuse & Neglect; Adjudication/Delinquent; Adoption; Agricultural Worker Protection Act (AWPA); Bankruptcy; Bilingual; Board and Care/Assisted living facilities; Children's Health Insurance Programs; Civil Rights; Collection/Repossession; Contracts/Warranties; Disability Rights; Discipline; Discrimination; Divorce/Separation/Annulment; Domestic Violence; Earned Income Tax Credit; Emancipation; Employment; Employment Discrimination; Estate Planning; Expungement; Fair Debt Collection Practices Act; Federally Subsidized Housing; Food Stamps; Foreclosure; Guardianship & Conservatorship; Health Insurance; Home and Community Based Care; Homeownership; Human Trafficking; Immigration; Income Taxes; Jurisdiction; License (Auto & Others); Loans/Installment Purchases/Rentals; Medicaid; Medicare; Mental Health Rights; Minor; Mobile Home Issues; Mortgages; Municipal Ordinances; Name Change; Native Americans; Nonprofit Law; Other; Other Civil Rights; Other Consumer; Other Education; Other Employment; Other Family; Other Health; Other Housing; Other Income Maintenance; Other Juveniles; Other Landlord/Tenant; Other Public Housing; Paternity; Powers of attorney/advance directives/living wills; Predatory Lending; Public Utilities / Energy; Social Security; Social Security Disability Benefits; Special Education/Learning Disabilities; State and Local Welfare; State-funded Medical Assistance Programs; Student Financial Aid; Supplemental Security Income (SSI); TANF; Termination of Parental Rights; Torts; Unemployment Compensation; Unfair and Deceptive Trade Practices; Veterans benefits; Vocational Education; Wage Claims,false,Active Military Service; Discharged Dishonorably; Discharged Honorable; Retired Military Service,"Applying for VAWA self-petition; Asylee; Conditional Entrant INA(a)(7) (PRIOR TO 4/1/80 ONLY); Domestic Violence (with Related Case); Granted Suspension of  Deportation/Withholding of Removal; H2A Agricultural Worker; Has unmarried U.S. Citizen child under 21; Indigent foreign national seeking assistance under Hague Convention or related federal law (international child abduction); Lawful Permanent Resident (LPR); Married to US Citizen-with pending or approved adjustment of status (green card) application; Not Eligible; Parent of a victim of criminal activity (eligible for U Visa)- (victim must be under 21); Parent of minor victim/survivor of battery, extreme cruelty, or sexual assault (including domestic/intimate partner violence); Parent of US Citizen with a pending or approved adjustment of status (green card) application; Parents of a victim of trafficking (victim must be under 21); Refugee; Special Agricultural Worker Temporary Resident  - SAW (with related case); Spouse or children of a victim of criminal activity/U Visa eligible applicant; Spouse or children of a victim of trafficking; United States Citizen; Unmarried child under 21 of a US Citizen with a pending or approved adjustment of status (green card) application; Unmarried siblings under 18 of a victim of criminal activity (eligible for U Visa) (victim must be under 21); Unmarried siblings under 18 of a victim of trafficking (victim must be under 21); VAWA; Victim of Criminal Activity (eligible for U Visa); Victim of Trafficking  (18 and over); Victim of Trafficking (under 18); Victim/Survivor of battery,extreme cruelty,or sexual assault (including domestic / family / intimate partner violence); With U.S. Citizen Parent",Not in custody and no conditions; Post-Disposition Release - Out on Parole; Post-Disposition Release - Out on Probation; Pretrial release = Out on Bond; Pretrial release = Out on own recognizance,Manatee County,,
5b4e4d85-4fac-4912-998f-0433d0502006,Legal Aid of Manasota,df482cd6-f5e4-4494-9ab7-d70c408af11a,Sarasota County Assistance,,Service to the indigent population of Sarasota County,referrals@legalaidofmanasota.org,lagalaidofmanasota.org,,,,,200,Abuse & Neglect; Adjudication/Delinquent; Adoption; Agricultural Worker Protection Act (AWPA); Bankruptcy; Bilingual; Board and Care/Assisted living facilities; Children's Health Insurance Programs; Civil Rights; Collection/Repossession; Contracts/Warranties; Disability Rights; Discipline; Discrimination; Divorce/Separation/Annulment; Domestic Violence; Earned Income Tax Credit; Emancipation; Employment; Employment Discrimination; Estate Planning; Expungement; Fair Debt Collection Practices Act; Federally Subsidized Housing; Food Stamps; Foreclosure; Guardianship & Conservatorship; Health Insurance; Home and Community Based Care; Homeownership; Human Trafficking; Immigration; Income Taxes; Jurisdiction; License (Auto & Others); Loans/Installment Purchases/Rentals; Medicaid; Medicare; Mental Health Rights; Minor; Mobile Home Issues; Mortgages; Municipal Ordinances; Name Change; Native Americans; Nonprofit Law; Other; Other Civil Rights; Other Consumer; Other Education; Other Employment; Other Family; Other Health; Other Housing; Other Income Maintenance; Other Juveniles; Other Landlord/Tenant; Other Public Housing; Paternity; Powers of attorney/advance directives/living wills; Predatory Lending; Public Utilities / Energy; Social Security; Social Security Disability Benefits; Special Education/Learning Disabilities; State and Local Welfare; State-funded Medical Assistance Programs; Student Financial Aid; Supplemental Security Income (SSI); TANF; Termination of Parental Rights; Unemployment Compensation; Unfair and Deceptive Trade Practices; Veterans benefits; Vocational Education; Wage Claims,false,Active Military Service; Discharged Dishonorably; Discharged Honorable; Retired Military Service,"Applying for VAWA self-petition; Asylee; Conditional Entrant INA(a)(7) (PRIOR TO 4/1/80 ONLY); Domestic Violence (with Related Case); Granted Suspension of  Deportation/Withholding of Removal; H2A Agricultural Worker; Has unmarried U.S. Citizen child under 21; Indigent foreign national seeking assistance under Hague Convention or related federal law (international child abduction); Lawful Permanent Resident (LPR); Married to US Citizen-with pending or approved adjustment of status (green card) application; Not Eligible; Parent of a victim of criminal activity (eligible for U Visa)- (victim must be under 21); Parent of minor victim/survivor of battery, extreme cruelty, or sexual assault (including domestic/intimate partner violence); Parent of US Citizen with a pending or approved adjustment of status (green card) application; Parents of a victim of trafficking (victim must be under 21); Refugee; Special Agricultural Worker Temporary Resident  - SAW (with related case); Spouse or children of a victim of criminal activity/U Visa eligible applicant; Spouse or children of a victim of trafficking; United States Citizen; Unmarried child under 21 of a US Citizen with a pending or approved adjustment of status (green card) application; Unmarried siblings under 18 of a victim of criminal activity (eligible for U Visa) (victim must be under 21); Unmarried siblings under 18 of a victim of trafficking (victim must be under 21); VAWA; Victim of Criminal Activity (eligible for U Visa); Victim of Trafficking  (18 and over); Victim of Trafficking (under 18); Victim/Survivor of battery,extreme cruelty,or sexual assault (including domestic / family / intimate partner violence); With U.S. Citizen Parent",Not in custody and no conditions; Post-Disposition Release - Out on Parole; Post-Disposition Release - Out on Probation; Pretrial release = Out on Bond; Pretrial release = Out on own recognizance,Sarasota County,,
5bc76572-4564-4afc-8903-2286d0502004,"Legal Aid Service of Broward County, Inc.",ee187f93-4b48-4158-a0d6-4a9d539715c5,Children's - ELRP,Education Legal Rights Program,"This program defends the right to education for children in our community. We provide legal representation to students with needs that are not being met in the school system because of a learning disability, physical, mental or emotional disability, other health impairment, or other disabling condition under the Individuals With Disabilities Education Act (IDEA). The IDEA ensures that all children with disabilities affecting their education have available to them a free and appropriate public education that emphasizes special education and related services designed to meet their unique needs and prepare them for further education, employment and independent living. Legal Aid attorneys provide services that include:    Assisting students in receiving timely testing, IDEA eligibility determinations, and proper placement,  ensuring the student receives appropriate and effective special education services in a timely manner,  attendance and representation of students at individual education plan (IEP) meetings,  representation at administrative hearings and due process hearings and in litigation when necessary,  obtaining independent psychological evaluations from professionals outside the school system, and,  referrals as appropriate to outside social service organizations.",cmcclain@LegalAid.org,http://www.browardlegalaid.org/services/childrens-advocacy-project,,,,Staff,,Special Education/Learning Disabilities,false,,,,Broward County,,
5bc7640a-233c-4d80-a8df-13ecd0502004,"Legal Aid Service of Broward County, Inc.",ee187f93-4b48-4158-a0d6-4a9d539715c5,Housing,,"Walk-in & Hotline services that provide legal consultation, advocacy and representation to low income individuals and families involved in a dispute with their landlord, such as eviction defense; illegal lockout or shut-off of utilities by landlords; tenant demands for repairs; enforcement of rights for tenants renting from landlords who are in foreclosure and landlords who are not paying condominium association fees; security deposit disputes and subsidized housing terminations.",ppaldino@legalaid.org,http://www.browardlegalaid.org/services/housingconsumer,,,,Staff,,Discrimination; Federally Subsidized Housing; Homeownership; Mobile Home Issues; Mortgages; Other Landlord/Tenant; Other Public Housing,false,,,,Broward County,,
5bc761b0-e6e0-4d87-b815-0158d0502004,"Legal Aid Service of Broward County, Inc.",ee187f93-4b48-4158-a0d6-4a9d539715c5,Immigration,,"Provides assistance to the community's vulnerable immigrant population in the areas of domestic violence, victims of human trafficking and other violent crimes to obtain lawful immigration status. Represents abused, abandoned, or neglected immigrant children in their applications for lawful permanent residence and litigate complex immigration cases before the Department of Justice Executive Office of Immigration Review and the Board of Immigration Appeals.  This program also represents victims of crime through a grant made available by the Office of the Attorney General.",amontavon@legalaid.org,http://www.browardlegalaid.org/services/immigration,,,,Staff,,Immigration,false,,,,Broward County,,
5b7c5a28-adec-4b6d-bd8b-6c6ed0502004,"Legal Aid Service of Broward County, Inc.",ee187f93-4b48-4158-a0d6-4a9d539715c5,Kinship,,The Kinship program provides legal assistance to eligible caretakers to obtain legal custody of the minor children they are caring for.,epeoples@leglaid.org,http://www.browardlegalaid.org/services/childrens-advocacy-project,Program strives to avoid dependency and establish and maintain stability of the caregiver's home.  Strive to obtain legal custody for the families we serve through temporary custody by extended family or adoption proceedings in family court.,,,Staff,,Adoption; Custody; Guardianship & Conservatorship,false,,,,Broward County,,
5b50f350-f308-4fa0-a89a-45afd0502004,"Legal Aid Service of Broward County, Inc.",ee187f93-4b48-4158-a0d6-4a9d539715c5,Legal Advice and Counsel Hotline,Hotline,Broward Lawyers Care (a joint project of Legal Aid Services of Broward County and Coast to Coast Legal Aid of South Florida) provides advice and counsel on civil legal matters to low income residents of Broward County. Legal advice and counsel are provided by phone in the areas of landlord/tenant issues; consumer debt collection and garnishment issues; foreclosure and child support and alimony enforcement/upwards modification.   Access Method: call 954/736-2431,cwinter@legalaid.org,http://www.browardlegalaid,Broward Lawyers Care (a joint project of Legal Aid Services of Broward County and Coast to Coast Legal Aid of South Florida) provides advice and counsel on civil legal matters to low income residents of Broward County.,,59,Pro Bono,200,Bankruptcy; Child Support; Collection/Repossession; Discrimination; Fair Debt Collection Practices Act; Foreclosure; Mobile Home Issues; Other Family; Other Landlord/Tenant; Other Public Housing,false,,,,Broward County,,
5b7c587d-5c10-40fa-9d68-61ccd0502004,"Legal Aid Service of Broward County, Inc.",ee187f93-4b48-4158-a0d6-4a9d539715c5,Legal Empowerment and Assistance Program (LEAP),LEAP,Holistic poverty to prosperity project that enables economically challenged individuals to become truly self-sufficient by removing legal barriers and assisting participants to enroll in a post-secondary education.,cware@legalaid.org,,,,,,,Bankruptcy; Civil Rights; Collection/Repossession; Disability Rights; Discrimination; Domestic Violence; Employment; Employment Discrimination; Fair Debt Collection Practices Act; Federally Subsidized Housing; Food Stamps; Homeownership; Income Taxes; License (Auto & Others); Medicaid; Medicare; Mobile Home Issues; Mortgages; Name Change; Other Consumer; Other Education; Other Employment; Other Family; Other Landlord/Tenant; Paternity; Social Security Disability Benefits; Student Financial Aid; Supplemental Security Income (SSI); TANF; Unemployment Compensation; Unfair and Deceptive Trade Practices,false,,Domestic Violence (with Related Case); United States Citizen,,Broward County,,
5bc76a4d-2f84-4b9e-aadb-4700d0502004,"Legal Aid Service of Broward County, Inc.",ee187f93-4b48-4158-a0d6-4a9d539715c5,Low Income Taxpayer Clinic,LITC,"Legal Aid Service of Broward County’s (LAS) Low Income Taxpayer Clinic (LITC) assists individuals with a federal income tax controversy not exceeding $50,000 in any taxable year. LAS’s Low Income Taxpayer Clinic provides assistance/representation on federal tax controversies before the IRS including the United States Tax Court. The Clinic CANNOT prepare and file tax returns.The Clinic can provide assistance in preparation of prior year tax returns and in preparation of amended returns, if such assistance is necessary to resolve a controversy. The clinic will not provide assistance in criminal cases",rvenkataramani@legalaid.org,http://www.browardlegalaid.org/services/low-income-taxpayer-clinic,,,,Staff,250,Earned Income Tax Credit; Income Taxes,false,,,,Broward County,,
5b4f8772-f95c-4cc7-95e4-5c2fd0502004,"Legal Aid Service of Broward County, Inc.",ee187f93-4b48-4158-a0d6-4a9d539715c5,Mission United - Veterans Pro Bono Project,VPBP,"The Mission United Veterans Pro Bono Project (VPBP) is a partnership between United Way of Broward and Legal Aid.  VPBP is the legal airm of Mission United and fills the gap where there is a lack of legal assistance in the community for service members, veterans and their families.  This approach allows an increasing number of veterans and their families to receive adequate legal assistance to overcome legal obstacles in more than 14 civil/administration legal areas involving military law.",jworkman@legalaid.org,http://www.browardlegalaid.org/mission-united-veterans-project-sign-up-form,"Must be a veteran, immediate family member or dependent of a veteran, residing in Broward County or with a legal issue in Broward county.",,,Pro Bono - VPBP,,,true,Retired Military Service; Active Military Service; Discharged Honorable,,,Broward County,,
5b4f8c07-5664-4d04-abcf-0889d0502004,"Legal Aid Service of Broward County, Inc.",ee187f93-4b48-4158-a0d6-4a9d539715c5,Ryan White,Ryan White,"This HIV/AIDS Project provides representation in the areas of Advanced Directives, Power of Attorney, Designation of Health Care Surrogate, Living Wills, Pre-Need Guardianship, Public Benefits, Unemployment, Food Stamps, Social Security.",kschickowski@legalaid.org,http://www.browardlegalaid.org/services/hiv-aids-project,"Clients must be current with their Ryan White Part A eligibility documentation of HIV Status.  Contact the centralized intake and eligibility program at 954/566-1417 for more information and to become eligible for all County Ryan White services, including legal services.",,,Staff,300,,false,,Lawful Permanent Resident (LPR),,Broward County,,
5bc75f40-fb78-4306-ac3e-5eb4d0502004,"Legal Aid Service of Broward County, Inc.",ee187f93-4b48-4158-a0d6-4a9d539715c5,VOCA - Consumer,,Victims of Crime Act - (VOCA) grant was made available by the Office of the Attoeny General to allow us to provide direct civil legal assistance to identified victims of crime.,twalters@legalaid.org,,,,,,,Bankruptcy; Collection/Repossession; Contracts/Warranties; Earned Income Tax Credit; Employment; Employment Discrimination; Fair Debt Collection Practices Act; Income Taxes; Loans/Installment Purchases/Rentals; Other Consumer; Unfair and Deceptive Trade Practices,false,,,,Broward County,,
5bc75b9d-93f8-4d70-aa5c-40a2d0502004,"Legal Aid Service of Broward County, Inc.",ee187f93-4b48-4158-a0d6-4a9d539715c5,VOCA - Housing,,Victims of Crime Act - (VOCA) grant was made available by the Office of the Attorney general to allow us to provide direct civil legal assistance to identified victims of crime,jaxel@legalaid.org,,,,,Staff,,Discrimination; Federally Subsidized Housing; Homeownership; Mobile Home Issues; Mortgages; Other Landlord/Tenant; Other Public Housing; Predatory Lending,false,,,,Broward County,,
5bb51b0c-d044-446c-88d9-06fad0502006,"Legal Aid Society of Palm Beach County, Inc.",8e371846-13d1-48f6-8cdd-0d4f0d74b201,Consumer Advocacy,,"The Consumer Advocacy Unit provides legal services to protect consumers’ income and assets and ensure their financial stability dealing with issues such as auto loans, pay day loans, credit card debt, bankruptcy, mortgage loan modification, court cost modifications, garnishment, scams and student loans.",,www.legalaidpbc.org/onlineintake,,,,,,Bankruptcy; Collection/Repossession; Contracts/Warranties; Fair Debt Collection Practices Act; Loans/Installment Purchases/Rentals; Other Consumer; Predatory Lending; Public Utilities / Energy; Unfair and Deceptive Trade Practices,,,,,Palm Beach County,,
5bb51eab-649c-4239-bee7-1d88d0502006,"Legal Aid Society of Palm Beach County, Inc.",8e371846-13d1-48f6-8cdd-0d4f0d74b201,Disaster Relief,,The Disaster Relief Project assists individuals with disaster-related legal matters that resulted from Hurricane Irma or Hurricane Maria.,,www.legalaidpbc.org/onlineintake,,,,,,,,,,,Palm Beach County,,
5b75cff1-af08-42eb-891e-7f65d0502006,"Legal Aid Society of Palm Beach County, Inc.",8e371846-13d1-48f6-8cdd-0d4f0d74b201,Domestic Violence,,"The Domestic Violence Project provides representation for victims of domestic violence, dating violence, sexual violence and stalking in Palm Beach County. Attorneys represent survivors in hearings for Injunctions for Protection which may include addressing matters of parenting plans, timesharing and child or spousal support. Representation may also be provided in related family court matters.",,www.legalaidpbc.org/onlineintake,,,,Domestic Violence Project,,Domestic Violence,,,,,Palm Beach County,,
